base_image,expected_species_id,mode,perturbation,family,raw_top1_label,raw_top1_score,raw_top2_label,raw_top2_score,margin,mapped_top1_kb_id,mapped_top3_kb_ids,in_vocab,route,confident_wrong,latency_ms,failure
dieffenbachia__01,dieffenbachia,squash,crop_offcenter_zoom,crop,Cast Iron Plant (Aspidistra elatior),0.7709,Dumb Cane (Dieffenbachia spp.),0.1405,0.6304,aspidistra-elatior,"aspidistra-elatior|dieffenbachia|monstera-deliciosa",true,high-conf,true,29,
dieffenbachia__01,dieffenbachia,center_crop,crop_offcenter_zoom,crop,Cast Iron Plant (Aspidistra elatior),0.7709,Dumb Cane (Dieffenbachia spp.),0.1405,0.6304,aspidistra-elatior,"aspidistra-elatior|dieffenbachia|monstera-deliciosa",true,high-conf,true,27,
dieffenbachia__01,dieffenbachia,tta6,crop_offcenter_zoom,crop,Cast Iron Plant (Aspidistra elatior),0.3688,Calathea,0.2921,0.0767,aspidistra-elatior,"aspidistra-elatior|goeppertia-orbifolia|monstera-deliciosa",true,low-conf,false,193,
dieffenbachia__01,dieffenbachia,squash,rotate_+15,rotate,Dumb Cane (Dieffenbachia spp.),0.7240,Monstera Deliciosa (Monstera deliciosa),0.2303,0.4937,dieffenbachia,"dieffenbachia|monstera-deliciosa|ctenanthe",true,high-conf,false,38,
dieffenbachia__01,dieffenbachia,center_crop,rotate_+15,rotate,Dumb Cane (Dieffenbachia spp.),0.7240,Monstera Deliciosa (Monstera deliciosa),0.2303,0.4937,dieffenbachia,"dieffenbachia|monstera-deliciosa|ctenanthe",true,high-conf,false,63,
dieffenbachia__01,dieffenbachia,tta6,rotate_+15,rotate,Dumb Cane (Dieffenbachia spp.),0.5745,Calathea,0.1691,0.4054,dieffenbachia,"dieffenbachia|goeppertia-orbifolia|aspidistra-elatior",true,high-conf,false,181,
dieffenbachia__01,dieffenbachia,squash,rotate_-15,rotate,Dumb Cane (Dieffenbachia spp.),0.5583,Monstera Deliciosa (Monstera deliciosa),0.3280,0.2303,dieffenbachia,"dieffenbachia|monstera-deliciosa|aspidistra-elatior",true,low-conf,false,52,
dieffenbachia__01,dieffenbachia,center_crop,rotate_-15,rotate,Dumb Cane (Dieffenbachia spp.),0.5583,Monstera Deliciosa (Monstera deliciosa),0.3280,0.2303,dieffenbachia,"dieffenbachia|monstera-deliciosa|aspidistra-elatior",true,low-conf,false,26,
dieffenbachia__01,dieffenbachia,tta6,rotate_-15,rotate,Monstera Deliciosa (Monstera deliciosa),0.5937,Dumb Cane (Dieffenbachia spp.),0.2153,0.3784,monstera-deliciosa,"monstera-deliciosa|dieffenbachia|goeppertia-orbifolia",true,high-conf,true,170,
dieffenbachia__01,dieffenbachia,squash,rotate_+90,rotate,Dumb Cane (Dieffenbachia spp.),0.9997,Calathea,0.0002,0.9995,dieffenbachia,"dieffenbachia|goeppertia-orbifolia|monstera-deliciosa",true,high-conf,false,32,
dieffenbachia__01,dieffenbachia,center_crop,rotate_+90,rotate,Dumb Cane (Dieffenbachia spp.),0.9997,Calathea,0.0002,0.9995,dieffenbachia,"dieffenbachia|goeppertia-orbifolia|monstera-deliciosa",true,high-conf,false,38,
dieffenbachia__01,dieffenbachia,tta6,rotate_+90,rotate,Dumb Cane (Dieffenbachia spp.),0.9909,Monstera Deliciosa (Monstera deliciosa),0.0043,0.9866,dieffenbachia,"dieffenbachia|monstera-deliciosa|maranta-leuconeura",true,high-conf,false,158,
dieffenbachia__01,dieffenbachia,squash,rotate_-90,rotate,Dumb Cane (Dieffenbachia spp.),0.9819,Calathea,0.0119,0.9701,dieffenbachia,"dieffenbachia|goeppertia-orbifolia|monstera-deliciosa",true,high-conf,false,24,
dieffenbachia__01,dieffenbachia,center_crop,rotate_-90,rotate,Dumb Cane (Dieffenbachia spp.),0.9819,Calathea,0.0119,0.9701,dieffenbachia,"dieffenbachia|goeppertia-orbifolia|monstera-deliciosa",true,high-conf,false,28,
dieffenbachia__01,dieffenbachia,tta6,rotate_-90,rotate,Dumb Cane (Dieffenbachia spp.),0.9828,Monstera Deliciosa (Monstera deliciosa),0.0091,0.9736,dieffenbachia,"dieffenbachia|monstera-deliciosa|goeppertia-orbifolia",true,high-conf,false,154,
dieffenbachia__01,dieffenbachia,squash,bright_up,brightness,Dumb Cane (Dieffenbachia spp.),0.9999,Cast Iron Plant (Aspidistra elatior),0.0000,0.9999,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,23,
dieffenbachia__01,dieffenbachia,center_crop,bright_up,brightness,Dumb Cane (Dieffenbachia spp.),0.9999,Cast Iron Plant (Aspidistra elatior),0.0000,0.9999,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,21,
dieffenbachia__01,dieffenbachia,tta6,bright_up,brightness,Dumb Cane (Dieffenbachia spp.),0.8836,Monstera Deliciosa (Monstera deliciosa),0.0613,0.8223,dieffenbachia,"dieffenbachia|monstera-deliciosa|aspidistra-elatior",true,high-conf,false,152,
dieffenbachia__01,dieffenbachia,squash,bright_down,brightness,Dumb Cane (Dieffenbachia spp.),0.9855,Cast Iron Plant (Aspidistra elatior),0.0132,0.9723,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,26,
dieffenbachia__01,dieffenbachia,center_crop,bright_down,brightness,Dumb Cane (Dieffenbachia spp.),0.9855,Cast Iron Plant (Aspidistra elatior),0.0132,0.9723,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,24,
dieffenbachia__01,dieffenbachia,tta6,bright_down,brightness,Dumb Cane (Dieffenbachia spp.),0.7625,Monstera Deliciosa (Monstera deliciosa),0.1227,0.6398,dieffenbachia,"dieffenbachia|monstera-deliciosa|goeppertia-orbifolia",true,high-conf,false,129,
dieffenbachia__01,dieffenbachia,squash,contrast_up,contrast,Dumb Cane (Dieffenbachia spp.),0.9998,Cast Iron Plant (Aspidistra elatior),0.0002,0.9995,dieffenbachia,"dieffenbachia|aspidistra-elatior|asplenium-nidus",true,high-conf,false,18,
dieffenbachia__01,dieffenbachia,center_crop,contrast_up,contrast,Dumb Cane (Dieffenbachia spp.),0.9998,Cast Iron Plant (Aspidistra elatior),0.0002,0.9995,dieffenbachia,"dieffenbachia|aspidistra-elatior|asplenium-nidus",true,high-conf,false,19,
dieffenbachia__01,dieffenbachia,tta6,contrast_up,contrast,Dumb Cane (Dieffenbachia spp.),0.8266,Monstera Deliciosa (Monstera deliciosa),0.1470,0.6795,dieffenbachia,"dieffenbachia|monstera-deliciosa|asplenium-nidus",true,high-conf,false,117,
dieffenbachia__01,dieffenbachia,squash,contrast_down,contrast,Dumb Cane (Dieffenbachia spp.),0.9948,Cast Iron Plant (Aspidistra elatior),0.0049,0.9899,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,21,
dieffenbachia__01,dieffenbachia,center_crop,contrast_down,contrast,Dumb Cane (Dieffenbachia spp.),0.9948,Cast Iron Plant (Aspidistra elatior),0.0049,0.9899,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,17,
dieffenbachia__01,dieffenbachia,tta6,contrast_down,contrast,Dumb Cane (Dieffenbachia spp.),0.9651,Cast Iron Plant (Aspidistra elatior),0.0272,0.9380,dieffenbachia,"dieffenbachia|aspidistra-elatior|monstera-deliciosa",true,high-conf,false,101,
dionaea-muscipula__01,dionaea-muscipula,squash,clean,clean,Elephant Ear (Alocasia spp.),0.3959,Asparagus Fern (Asparagus setaceus),0.3417,0.0542,alocasia,"alocasia|asparagus-setaceus|asplenium-nidus",true,low-conf,false,16,
dionaea-muscipula__01,dionaea-muscipula,center_crop,clean,clean,Elephant Ear (Alocasia spp.),0.3959,Asparagus Fern (Asparagus setaceus),0.3417,0.0542,alocasia,"alocasia|asparagus-setaceus|asplenium-nidus",true,low-conf,false,23,
dionaea-muscipula__01,dionaea-muscipula,tta6,clean,clean,Birds Nest Fern (Asplenium nidus),0.3016,Asparagus Fern (Asparagus setaceus),0.2340,0.0676,asplenium-nidus,"asplenium-nidus|asparagus-setaceus|zamioculcas-zamiifolia",true,low-conf,false,119,
dionaea-muscipula__01,dionaea-muscipula,squash,blur,blur,English Ivy (Hedera helix),1.0000,Tradescantia,0.0000,1.0000,hedera-helix,"hedera-helix|tradescantia|aglaonema",true,high-conf,true,16,
dionaea-muscipula__01,dionaea-muscipula,center_crop,blur,blur,English Ivy (Hedera helix),1.0000,Tradescantia,0.0000,1.0000,hedera-helix,"hedera-helix|tradescantia|aglaonema",true,high-conf,true,19,
dionaea-muscipula__01,dionaea-muscipula,tta6,blur,blur,English Ivy (Hedera helix),0.9499,Peace lily,0.0407,0.9092,hedera-helix,"hedera-helix|spathiphyllum-wallisii|asparagus-setaceus",true,high-conf,true,99,
dionaea-muscipula__01,dionaea-muscipula,squash,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.6864,Birds Nest Fern (Asplenium nidus),0.2986,0.3878,alocasia,"alocasia|asplenium-nidus|dracaena-trifasciata",true,high-conf,true,15,
dionaea-muscipula__01,dionaea-muscipula,center_crop,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.6864,Birds Nest Fern (Asplenium nidus),0.2986,0.3878,alocasia,"alocasia|asplenium-nidus|dracaena-trifasciata",true,high-conf,true,15,
dionaea-muscipula__01,dionaea-muscipula,tta6,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.4512,Birds Nest Fern (Asplenium nidus),0.3756,0.0756,alocasia,"alocasia|asplenium-nidus|hedera-helix",true,low-conf,false,110,
dionaea-muscipula__01,dionaea-muscipula,squash,crop_offcenter_zoom,crop,English Ivy (Hedera helix),0.9506,Snake plant (Sanseviera),0.0352,0.9154,hedera-helix,"hedera-helix|dracaena-trifasciata|asplenium-nidus",true,high-conf,true,19,
dionaea-muscipula__01,dionaea-muscipula,center_crop,crop_offcenter_zoom,crop,English Ivy (Hedera helix),0.9506,Snake plant (Sanseviera),0.0352,0.9154,hedera-helix,"hedera-helix|dracaena-trifasciata|asplenium-nidus",true,high-conf,true,21,
dionaea-muscipula__01,dionaea-muscipula,tta6,crop_offcenter_zoom,crop,English Ivy (Hedera helix),0.6519,Birds Nest Fern (Asplenium nidus),0.3339,0.3180,hedera-helix,"hedera-helix|asplenium-nidus|dracaena-trifasciata",true,high-conf,true,126,
dionaea-muscipula__01,dionaea-muscipula,squash,rotate_+15,rotate,English Ivy (Hedera helix),0.9999,Snake plant (Sanseviera),0.0001,0.9997,hedera-helix,"hedera-helix|dracaena-trifasciata|alocasia",true,high-conf,true,21,
dionaea-muscipula__01,dionaea-muscipula,center_crop,rotate_+15,rotate,English Ivy (Hedera helix),0.9999,Snake plant (Sanseviera),0.0001,0.9997,hedera-helix,"hedera-helix|dracaena-trifasciata|alocasia",true,high-conf,true,21,
dionaea-muscipula__01,dionaea-muscipula,tta6,rotate_+15,rotate,English Ivy (Hedera helix),0.8756,Snake plant (Sanseviera),0.0974,0.7782,hedera-helix,"hedera-helix|dracaena-trifasciata|zamioculcas-zamiifolia",true,high-conf,true,124,
dionaea-muscipula__01,dionaea-muscipula,squash,rotate_-15,rotate,Snake plant (Sanseviera),0.9991,Elephant Ear (Alocasia spp.),0.0009,0.9982,dracaena-trifasciata,"dracaena-trifasciata|alocasia|zamioculcas-zamiifolia",true,high-conf,true,23,
dionaea-muscipula__01,dionaea-muscipula,center_crop,rotate_-15,rotate,Snake plant (Sanseviera),0.9991,Elephant Ear (Alocasia spp.),0.0009,0.9982,dracaena-trifasciata,"dracaena-trifasciata|alocasia|zamioculcas-zamiifolia",true,high-conf,true,15,
dionaea-muscipula__01,dionaea-muscipula,tta6,rotate_-15,rotate,Snake plant (Sanseviera),0.4986,Elephant Ear (Alocasia spp.),0.4469,0.0516,dracaena-trifasciata,"dracaena-trifasciata|alocasia|anthurium-andraeanum",true,low-conf,false,108,
dionaea-muscipula__01,dionaea-muscipula,squash,rotate_+90,rotate,Venus Flytrap,0.4871,ZZ Plant (Zamioculcas zamiifolia),0.4139,0.0732,dionaea-muscipula,"dionaea-muscipula|zamioculcas-zamiifolia|beaucarnea-recurvata",true,low-conf,false,15,
dionaea-muscipula__01,dionaea-muscipula,center_crop,rotate_+90,rotate,Venus Flytrap,0.4871,ZZ Plant (Zamioculcas zamiifolia),0.4139,0.0732,dionaea-muscipula,"dionaea-muscipula|zamioculcas-zamiifolia|beaucarnea-recurvata",true,low-conf,false,14,
dionaea-muscipula__01,dionaea-muscipula,tta6,rotate_+90,rotate,ZZ Plant (Zamioculcas zamiifolia),0.3816,Elephant Ear (Alocasia spp.),0.1683,0.2134,zamioculcas-zamiifolia,"zamioculcas-zamiifolia|alocasia|dionaea-muscipula",true,low-conf,false,94,
dionaea-muscipula__01,dionaea-muscipula,squash,rotate_-90,rotate,ZZ Plant (Zamioculcas zamiifolia),0.9987,Ponytail Palm (Beaucarnea recurvata),0.0013,0.9974,zamioculcas-zamiifolia,"zamioculcas-zamiifolia|beaucarnea-recurvata|dracaena",true,high-conf,true,23,
dionaea-muscipula__01,dionaea-muscipula,center_crop,rotate_-90,rotate,ZZ Plant (Zamioculcas zamiifolia),0.9987,Ponytail Palm (Beaucarnea recurvata),0.0013,0.9974,zamioculcas-zamiifolia,"zamioculcas-zamiifolia|beaucarnea-recurvata|dracaena",true,high-conf,true,15,
dionaea-muscipula__01,dionaea-muscipula,tta6,rotate_-90,rotate,ZZ Plant (Zamioculcas zamiifolia),0.8643,Elephant Ear (Alocasia spp.),0.1350,0.7293,zamioculcas-zamiifolia,"zamioculcas-zamiifolia|alocasia|beaucarnea-recurvata",true,high-conf,true,90,
dionaea-muscipula__01,dionaea-muscipula,squash,bright_up,brightness,Elephant Ear (Alocasia spp.),0.5517,Birds Nest Fern (Asplenium nidus),0.1887,0.3630,alocasia,"alocasia|asplenium-nidus|asparagus-setaceus",true,high-conf,true,17,
dionaea-muscipula__01,dionaea-muscipula,center_crop,bright_up,brightness,Elephant Ear (Alocasia spp.),0.5517,Birds Nest Fern (Asplenium nidus),0.1887,0.3630,alocasia,"alocasia|asplenium-nidus|asparagus-setaceus",true,high-conf,true,15,
dionaea-muscipula__01,dionaea-muscipula,tta6,bright_up,brightness,Elephant Ear (Alocasia spp.),0.4403,Birds Nest Fern (Asplenium nidus),0.2561,0.1842,alocasia,"alocasia|asplenium-nidus|zamioculcas-zamiifolia",true,low-conf,false,102,
dionaea-muscipula__01,dionaea-muscipula,squash,bright_down,brightness,Asparagus Fern (Asparagus setaceus),0.9272,Venus Flytrap,0.0331,0.8942,asparagus-setaceus,"asparagus-setaceus|dionaea-muscipula|hedera-helix",true,high-conf,true,18,
dionaea-muscipula__01,dionaea-muscipula,center_crop,bright_down,brightness,Asparagus Fern (Asparagus setaceus),0.9272,Venus Flytrap,0.0331,0.8942,asparagus-setaceus,"asparagus-setaceus|dionaea-muscipula|hedera-helix",true,high-conf,true,16,
dionaea-muscipula__01,dionaea-muscipula,tta6,bright_down,brightness,Asparagus Fern (Asparagus setaceus),0.6206,English Ivy (Hedera helix),0.2082,0.4124,asparagus-setaceus,"asparagus-setaceus|hedera-helix|zamioculcas-zamiifolia",true,high-conf,true,99,
dionaea-muscipula__01,dionaea-muscipula,squash,contrast_up,contrast,Venus Flytrap,0.9578,Birds Nest Fern (Asplenium nidus),0.0379,0.9199,dionaea-muscipula,"dionaea-muscipula|asplenium-nidus|alocasia",true,high-conf,false,19,
dionaea-muscipula__01,dionaea-muscipula,center_crop,contrast_up,contrast,Venus Flytrap,0.9578,Birds Nest Fern (Asplenium nidus),0.0379,0.9199,dionaea-muscipula,"dionaea-muscipula|asplenium-nidus|alocasia",true,high-conf,false,21,
dionaea-muscipula__01,dionaea-muscipula,tta6,contrast_up,contrast,Venus Flytrap,0.5822,ZZ Plant (Zamioculcas zamiifolia),0.3141,0.2681,dionaea-muscipula,"dionaea-muscipula|zamioculcas-zamiifolia|asplenium-nidus",true,low-conf,false,122,
dionaea-muscipula__01,dionaea-muscipula,squash,contrast_down,contrast,Elephant Ear (Alocasia spp.),0.9264,English Ivy (Hedera helix),0.0679,0.8585,alocasia,"alocasia|hedera-helix|asparagus-setaceus",true,high-conf,true,22,
dionaea-muscipula__01,dionaea-muscipula,center_crop,contrast_down,contrast,Elephant Ear (Alocasia spp.),0.9264,English Ivy (Hedera helix),0.0679,0.8585,alocasia,"alocasia|hedera-helix|asparagus-setaceus",true,high-conf,true,26,
dionaea-muscipula__01,dionaea-muscipula,tta6,contrast_down,contrast,Elephant Ear (Alocasia spp.),0.4499,English Ivy (Hedera helix),0.2429,0.2070,alocasia,"alocasia|hedera-helix|asplenium-nidus",true,low-conf,false,125,
dracaena-trifasciata,dracaena-trifasciata,squash,clean,clean,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,19,
dracaena-trifasciata,dracaena-trifasciata,center_crop,clean,clean,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,26,
dracaena-trifasciata,dracaena-trifasciata,tta6,clean,clean,Snake plant (Sanseviera),0.9911,Dracaena,0.0088,0.9824,dracaena-trifasciata,"dracaena-trifasciata|dracaena|tradescantia",true,high-conf,false,115,
dracaena-trifasciata,dracaena-trifasciata,squash,blur,blur,Parlor Palm (Chamaedorea elegans),0.9418,Dracaena,0.0582,0.8837,chamaedorea-elegans,"chamaedorea-elegans|dracaena|aloe-vera",true,high-conf,true,19,
dracaena-trifasciata,dracaena-trifasciata,center_crop,blur,blur,Parlor Palm (Chamaedorea elegans),0.9418,Dracaena,0.0582,0.8837,chamaedorea-elegans,"chamaedorea-elegans|dracaena|aloe-vera",true,high-conf,true,21,
dracaena-trifasciata,dracaena-trifasciata,tta6,blur,blur,Parlor Palm (Chamaedorea elegans),0.7814,Dracaena,0.0838,0.6977,chamaedorea-elegans,"chamaedorea-elegans|dracaena|aloe-vera",true,high-conf,true,103,
dracaena-trifasciata,dracaena-trifasciata,squash,crop_center_zoom,crop,Snake plant (Sanseviera),1.0000,Aloe Vera,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|dracaena",true,high-conf,false,15,
dracaena-trifasciata,dracaena-trifasciata,center_crop,crop_center_zoom,crop,Snake plant (Sanseviera),1.0000,Aloe Vera,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|dracaena",true,high-conf,false,16,
dracaena-trifasciata,dracaena-trifasciata,tta6,crop_center_zoom,crop,Snake plant (Sanseviera),0.9484,Tradescantia,0.0504,0.8980,dracaena-trifasciata,"dracaena-trifasciata|tradescantia|dracaena",true,high-conf,false,104,
dracaena-trifasciata,dracaena-trifasciata,squash,crop_offcenter_zoom,crop,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|ctenanthe",true,high-conf,false,15,
dracaena-trifasciata,dracaena-trifasciata,center_crop,crop_offcenter_zoom,crop,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|ctenanthe",true,high-conf,false,13,
dracaena-trifasciata,dracaena-trifasciata,tta6,crop_offcenter_zoom,crop,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|alocasia",true,high-conf,false,100,
dracaena-trifasciata,dracaena-trifasciata,squash,rotate_+15,rotate,Snake plant (Sanseviera),1.0000,Monstera Deliciosa (Monstera deliciosa),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|monstera-deliciosa|tradescantia",true,high-conf,false,17,
dracaena-trifasciata,dracaena-trifasciata,center_crop,rotate_+15,rotate,Snake plant (Sanseviera),1.0000,Monstera Deliciosa (Monstera deliciosa),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|monstera-deliciosa|tradescantia",true,high-conf,false,14,
dracaena-trifasciata,dracaena-trifasciata,tta6,rotate_+15,rotate,Snake plant (Sanseviera),0.9999,Tradescantia,0.0001,0.9998,dracaena-trifasciata,"dracaena-trifasciata|tradescantia|pachira-aquatica",true,high-conf,false,97,
dracaena-trifasciata,dracaena-trifasciata,squash,rotate_-15,rotate,Snake plant (Sanseviera),0.9917,Aloe Vera,0.0058,0.9859,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|monstera-deliciosa",true,high-conf,false,21,
dracaena-trifasciata,dracaena-trifasciata,center_crop,rotate_-15,rotate,Snake plant (Sanseviera),0.9917,Aloe Vera,0.0058,0.9859,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|monstera-deliciosa",true,high-conf,false,17,
dracaena-trifasciata,dracaena-trifasciata,tta6,rotate_-15,rotate,Snake plant (Sanseviera),0.8245,Dracaena,0.1631,0.6614,dracaena-trifasciata,"dracaena-trifasciata|dracaena|tradescantia",true,high-conf,false,169,
dracaena-trifasciata,dracaena-trifasciata,squash,rotate_+90,rotate,Aloe Vera,0.5646,Dracaena,0.4353,0.1292,aloe-vera,"aloe-vera|dracaena|ficus-elastica",true,low-conf,false,20,
dracaena-trifasciata,dracaena-trifasciata,center_crop,rotate_+90,rotate,Aloe Vera,0.5646,Dracaena,0.4353,0.1292,aloe-vera,"aloe-vera|dracaena|ficus-elastica",true,low-conf,false,25,
dracaena-trifasciata,dracaena-trifasciata,tta6,rotate_+90,rotate,Dracaena,0.7167,Aloe Vera,0.1899,0.5267,dracaena,"dracaena|aloe-vera|dracaena-trifasciata",true,high-conf,true,125,
dracaena-trifasciata,dracaena-trifasciata,squash,rotate_-90,rotate,Dracaena,1.0000,Aloe Vera,0.0000,1.0000,dracaena,"dracaena|aloe-vera|dracaena-trifasciata",true,high-conf,true,24,
dracaena-trifasciata,dracaena-trifasciata,center_crop,rotate_-90,rotate,Dracaena,1.0000,Aloe Vera,0.0000,1.0000,dracaena,"dracaena|aloe-vera|dracaena-trifasciata",true,high-conf,true,25,
dracaena-trifasciata,dracaena-trifasciata,tta6,rotate_-90,rotate,Dracaena,0.6771,Snake plant (Sanseviera),0.3184,0.3588,dracaena,"dracaena|dracaena-trifasciata|pachira-aquatica",true,high-conf,true,118,
dracaena-trifasciata,dracaena-trifasciata,squash,bright_up,brightness,Snake plant (Sanseviera),1.0000,Aloe Vera,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|dracaena",true,high-conf,false,17,
dracaena-trifasciata,dracaena-trifasciata,center_crop,bright_up,brightness,Snake plant (Sanseviera),1.0000,Aloe Vera,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|dracaena",true,high-conf,false,15,
dracaena-trifasciata,dracaena-trifasciata,tta6,bright_up,brightness,Snake plant (Sanseviera),0.8872,Dracaena,0.1116,0.7756,dracaena-trifasciata,"dracaena-trifasciata|dracaena|tradescantia",true,high-conf,false,98,
dracaena-trifasciata,dracaena-trifasciata,squash,bright_down,brightness,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,17,
dracaena-trifasciata,dracaena-trifasciata,center_crop,bright_down,brightness,Snake plant (Sanseviera),1.0000,Dracaena,0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,15,
